iter	Passed	Remaining
2894	815160	1437441
2895	815447	1437169
2896	815714	1436863
2897	815986	1436563
2898	816266	1436280
2899	816561	1436022
2900	816822	1435704
2901	817102	1435420
2902	817327	1435038
2903	817630	1434794
2904	817914	1434517
2905	818202	1434247
2906	818467	1433936
2907	818760	1433675
2908	819036	1433383
2909	819314	1433096
2910	819571	1432771
2911	819845	1432477
2912	820112	1432169
2913	820378	1431862
2914	820700	1431651
2915	820986	1431377
2916	821252	1431067
2917	821522	1430766
2918	821812	1430499
2919	822074	1430185
2920	822348	1429889
2921	822639	1429624
2922	822924	1429349
2923	823206	1429067
2924	823490	1428790
2925	823773	1428512
2926	824042	1428209
2927	824329	1427936
2928	824617	1427667
2929	824884	1427360
2930	825169	1427085
2931	825459	1426817
2932	825737	1426529
2933	826017	1426244
2934	826295	1425958
2935	826536	1425607
2936	826844	1425371
2937	827110	1425061
2938	827360	1424726
2939	827646	1424452
2940	827917	1424152
2941	828172	1423826
2942	828477	1423585
2943	828754	1423295
2944	829028	1423001
2945	829323	1422743
2946	829612	1422475
2947	829891	1422188
2948	830161	1421886
2949	830433	1421588
2950	830699	1421281
2951	830980	1420998
2952	831222	1420650
2953	831507	1420374
2954	831781	1420080
2955	832066	1419804
2956	832358	1419540
2957	832639	1419258
2958	832903	1418948
2959	833148	1418604
2960	833451	1418359
2961	833705	1418031
2962	833989	1417753
2963	834273	1417476
2964	834547	1417183
2965	834825	1416894
2966	835099	1416601
2967	835384	1416326
2968	835652	1416022
2969	835919	1415716
2970	836183	1415404
2971	836464	1415122
2972	836751	1414850
2973	837022	1414551
2974	837281	1414231
2975	837574	1413970
2976	837851	1413680
2977	838137	1413407
2978	838425	1413136
2979	838697	1412838
2980	838975	1412552
2981	839248	1412257
2982	839531	1411978
2983	839814	1411699
2984	840085	1411399
2985	840362	1411111
2986	840634	1410814
2987	840934	1410563
2988	841205	1410264
2989	841477	1409967
2990	841731	1409640
2991	842022	1409374
2992	842311	1409106
2993	842583	1408808
2994	842842	1408489
2995	843117	1408196
2996	843400	1407919
2997	843668	1407614
2998	843955	1407343
2999	844245	1407075
3000	844534	1406807
3001	844818	1406529
3002	845100	1406249
3003	845398	1405995
3004	845695	1405740
3005	845958	1405428
3006	846230	1405131
3007	846512	1404850
3008	846790	1404564
3009	847070	1404278
3010	847351	1403997
3011	847636	1403722
3012	847919	1403443
3013	848187	1403139
3014	848478	1402873
3015	848739	1402559
3016	849000	1402243
3017	849276	1401952
3018	849545	1401651
3019	849821	1401360
3020	850086	1401052
3021	850399	1400823
3022	850688	1400554
3023	850967	1400269
3024	851248	1399986
3025	851557	1399750
3026	851843	1399476
3027	852141	1399223
3028	852416	1398930
3029	852707	1398665
3030	852988	1398383
3031	853246	1398063
3032	853511	1397754
3033	853785	1397462
3034	854052	1397157
3035	854305	1396828
3036	854566	1396513
3037	854843	1396226
3038	855110	1395920
3039	855377	1395616
3040	855660	1395337
3041	855940	1395053
3042	856225	1394777
3043	856492	1394473
3044	856764	1394176
3045	857074	1393941
3046	857373	1393688
3047	857633	1393372
3048	857908	1393080
3049	858176	1392778
3050	858452	1392488
3051	858740	1392218
3052	859013	1391922
3053	859283	1391622
3054	859575	1391359
3055	859864	1391089
3056	860128	1390780
3057	860426	1390525
3058	860699	1390230
3059	860975	1389941
3060	861268	1389678
3061	861538	1389379
3062	861813	1389086
3063	862097	1388809
3064	862365	1388507
3065	862650	1388231
3066	862934	1387954
3067	863208	1387661
3068	863487	1387375
3069	863753	1387070
3070	864015	1386756
3071	864290	1386465
3072	864556	1386160
3073	864848	1385896
3074	865133	1385620
3075	865398	1385312
3076	865711	1385082
3077	865986	1384790
3078	866265	1384505
3079	866556	1384239
3080	866835	1383954
3081	867111	1383664
3082	867356	1383325
3083	867633	1383037
3084	867952	1382815
3085	868253	1382565
3086	868525	1382269
3087	868814	1381999
3088	869105	1381734
3089	869370	1381427
3090	869658	1381155
3091	869933	1380864
3092	870207	1380571
3093	870479	1380274
3094	870748	1379974
3095	871041	1379712
3096	871305	1379402
3097	871577	1379106
3098	871852	1378815
3099	872109	1378496
3100	872404	1378235
3101	872685	1377954
3102	872942	1377634
3103	873206	1377325
3104	873500	1377064
3105	873768	1376761
3106	874044	1376472
3107	874310	1376167
3108	874578	1375864
3109	874853	1375573
3110	875135	1375293
3111	875412	1375005
3112	875687	1374713
3113	875966	1374429
3114	876250	1374152
3115	876539	1373883
3116	876820	1373600
3117	877132	1373367
3118	877400	1373065
3119	877688	1372795
3120	877978	1372526
3121	878259	1372245
3122	878506	1371910
3123	878773	1371606
3124	879058	1371331
3125	879360	1371081
3126	879646	1370808
3127	879954	1370567
3128	880233	1370283
3129	880513	1369999
3130	880789	1369710
3131	881055	1369405
3132	881342	1369133
3133	881622	1368849
3134	881886	1368540
3135	882186	1368289
3136	882459	1367994
3137	882740	1367713
3138	883015	1367421
3139	883311	1367163
3140	883589	1366877
3141	883854	1366570
3142	884177	1366353
3143	884482	1366108
3144	884776	1365847
3145	885050	1365554
3146	885319	1365254
3147	885589	1364955
3148	885871	1364675
3149	886144	1364381
3150	886419	1364090
3151	886681	1363779
3152	886973	1363514
3153	887261	1363242
3154	887562	1362991
3155	887823	1362679
3156	888097	1362387
3157	888377	1362103
3158	888661	1361826
3159	888942	1361545
3160	889223	1361263
3161	889507	1360985
3162	889822	1360755
3163	890102	1360473
3164	890383	1360190
3165	890665	1359910
3166	890996	1359705
3167	891280	1359427
3168	891552	1359131
3169	891815	1358823
3170	892072	1358504
3171	892326	1358181
3172	892652	1357967
3173	892953	1357716
3174	893238	1357441
3175	893511	1357147
3176	893800	1356876
3177	894096	1356618
3178	894365	1356318
3179	894662	1356060
3180	894957	1355800
3181	895228	1355503
3182	895546	1355276
3183	895828	1354996
3184	896117	1354727
3185	896392	1354435
3186	896662	1354137
3187	896931	1353837
3188	897205	1353544
3189	897491	1353271
3190	897763	1352974
3191	898064	1352724
3192	898342	1352437
3193	898622	1352154
3194	898907	1351878
3195	899155	1351547
3196	899446	1351279
3197	899711	1350974
3198	899985	1350682
3199	900235	1350352
3200	900522	1350080
3201	900816	1349817
3202	901098	1349537
3203	901372	1349244
3204	901662	1348976
3205	901953	1348710
3206	902230	1348421
3207	902508	1348136
3208	902820	1347900
3209	903109	1347630
3210	903386	1347342
3211	903683	1347085
3212	903936	1346761
3213	904220	1346484
3214	904497	1346196
3215	904778	1345914
3216	905069	1345648
3217	905343	1345355
3218	905623	1345071
3219	905897	1344779
3220	906176	1344494
3221	906458	1344214
3222	906733	1343923
3223	907048	1343692
3224	907332	1343414
3225	907603	1343117
3226	907899	1342857
3227	908172	1342565
3228	908447	1342273
3229	908710	1341965
3230	909000	1341696
3231	909250	1341369
3232	909521	1341073
3233	909807	1340798
3234	910073	1340494
3235	910380	1340251
3236	910655	1339959
3237	910933	1339673
3238	911203	1339376
3239	911471	1339075
3240	911760	1338805
3241	912055	1338544
3242	912343	1338272
3243	912630	1338000
3244	912918	1337727
3245	913195	1337439
3246	913466	1337143
3247	913749	1336865
3248	914027	1336579
3249	914312	1336302
3250	914587	1336011
3251	914855	1335712
3252	915134	1335426
3253	915417	1335147
3254	915691	1334856
3255	915988	1334597
3256	916294	1334352
3257	916615	1334128
3258	916915	1333874
3259	917212	1333615
3260	917490	1333329
3261	917764	1333038
3262	918028	1332730
3263	918323	1332469
3264	918590	1332166
3265	918864	1331875
3266	919161	1331617
3267	919443	1331336
3268	919683	1330994
3269	919948	1330690
3270	920229	1330407
3271	920545	1330177
3272	920832	1329903
3273	921112	1329621
3274	921386	1329328
3275	921679	1329064
3276	921941	1328755
3277	922185	1328419
3278	922455	1328121
3279	922737	1327842
3280	922978	1327503
3281	923243	1327197
3282	923529	1326922
3283	923809	1326640
3284	924074	1326335
3285	924372	1326078
3286	924686	1325843
3287	924955	1325543
3288	925229	1325252
3289	925499	1324954
3290	925807	1324711
3291	926096	1324442
3292	926383	1324168
3293	926676	1323903
3294	926950	1323611
3295	927231	1323330
3296	927497	1323027
3297	927781	1322749
3298	928095	1322514
3299	928414	1322286
3300	928709	1322025
3301	929006	1321766
3302	929278	1321472
3303	929553	1321181
3304	929821	1320880
3305	930113	1320614
3306	930396	1320336
3307	930651	1320017
3308	930935	1319739
3309	931200	1319435
3310	931463	1319128
3311	931743	1318844
3312	932030	1318572
3313	932305	1318281
3314	932590	1318005
3315	932896	1317757
3316	933169	1317465
3317	933458	1317195
3318	933747	1316924
3319	934030	1316645
3320	934343	1316408
3321	934618	1316118
3322	934868	1315792
3323	935135	1315491
3324	935410	1315201
3325	935690	1314917
3326	935976	1314643
3327	936255	1314359
3328	936535	1314076
3329	936783	1313747
3330	937079	1313487
3331	937363	1313208
3332	937637	1312917
3333	937904	1312616
3334	938190	1312340
3335	938480	1312071
3336	938767	1311798
3337	939047	1311515
3338	939329	1311235
3339	939602	1310942
3340	939860	1310628
3341	940120	1310317
3342	940397	1310029
3343	940673	1309741
3344	940969	1309481
3345	941266	1309221
3346	941530	1308916
3347	941810	1308633
3348	942082	1308339
3349	942351	1308040
3350	942630	1307756
3351	942918	1307483
3352	943198	1307200
3353	943482	1306922
3354	943760	1306637
3355	944050	1306367
3356	944326	1306079
3357	944622	1305818
3358	944900	1305532
3359	945170	1305236
3360	945467	1304975
3361	945741	1304684
3362	946018	1304397
3363	946298	1304113
3364	946573	1303823
3365	946839	1303521
3366	947115	1303232
3367	947396	1302951
3368	947701	1302702
3369	947985	1302425
3370	948266	1302143
3371	948541	1301852
3372	948799	1301540
3373	949105	1301292
3374	949373	1300992
3375	949692	1300764
3376	949985	1300498
3377	950250	1300195
3378	950519	1299895
3379	950831	1299656
3380	951106	1299367
3381	951397	1299099
3382	951679	1298819
3383	951976	1298559
3384	952244	1298259
3385	952499	1297942
3386	952773	1297651
3387	953077	1297400
3388	953360	1297122
3389	953647	1296847
3390	953887	1296510
3391	954170	1296232
3392	954430	1295921
3393	954711	1295639
3394	954987	1295350
3395	955269	1295070
3396	955516	1294743
3397	955813	1294483
3398	956088	1294193
3399	956394	1293945
3400	956684	1293675
3401	956963	1293392
3402	957223	1293081
3403	957492	1292783
3404	957761	1292485
3405	958044	1292206
3406	958324	1291924
3407	958610	1291649
3408	958907	1291388
3409	959188	1291106
3410	959460	1290813
3411	959767	1290566
3412	960033	1290264
3413	960331	1290006
3414	960621	1289736
3415	960901	1289452
3416	961176	1289163
3417	961452	1288874
3418	961721	1288576
3419	961991	1288280
3420	962293	1288026
3421	962574	1287745
3422	962873	1287487
3423	963139	1287186
3424	963436	1286926
3425	963726	1286655
3426	964002	1286368
3427	964275	1286076
3428	964560	1285799
3429	964849	1285527
3430	965122	1285235
3431	965409	1284962
3432	965689	1284679
3433	965961	1284384
3434	966226	1284082
3435	966527	1283827
3436	966796	1283529
3437	967100	1283278
3438	967377	1282991
3439	967664	1282717
3440	967911	1282391
3441	968199	1282118
3442	968475	1281830
3443	968771	1281568
3444	969035	1281264
3445	969314	1280979
3446	969561	1280654
3447	969831	1280357
3448	970109	1280072
3449	970415	1279823
3450	970697	1279542
3451	970973	1279254
3452	971254	1278973
3453	971551	1278712
3454	971828	1278425
3455	972111	1278147
3456	972387	1277857
3457	972693	1277610
3458	972985	1277342
3459	973244	1277031
3460	973531	1276757
3461	973808	1276471
3462	974092	1276193
3463	974372	1275910
3464	974663	1275641
3465	974952	1275371
3466	975257	1275120
3467	975544	1274847
3468	975825	1274565
3469	976111	1274289
3470	976389	1274004
3471	976691	1273749
3472	976988	1273488
3473	977273	1273213
3474	977555	1272931
3475	977840	1272655
3476	978105	1272353
3477	978375	1272057
3478	978662	1271783
3479	978955	1271516
3480	979245	1271247
3481	979534	1270975
3482	979842	1270729
3483	980109	1270428
3484	980376	1270129
3485	980654	1269843
3486	980950	1269581
3487	981262	1269339
3488	981557	1269076
3489	981857	1268819
3490	982134	1268532
3491	982401	1268232
3492	982679	1267946
3493	982975	1267684
3494	983252	1267396
3495	983546	1267131
3496	983823	1266844
3497	984111	1266572
3498	984379	1266273
3499	984670	1266004
3500	984998	1265783
3501	985276	1265497
3502	985565	1265226
3503	985845	1264943
3504	986165	1264711
3505	986440	1264421
3506	986720	1264138
3507	986983	1263833
3508	987253	1263537
3509	987543	1263268
3510	987802	1262958
3511	988087	1262681
3512	988354	1262382
3513	988631	1262094
3514	988941	1261850
3515	989216	1261561
3516	989498	1261279
3517	989773	1260990
3518	990061	1260718
3519	990290	1260370
